0,25,25,25,25,25,25,25,25,200
0.001,24.9278,23.3226,24.5609,24.4831,24.8932,24.5959,24.5238,24.9209,196.228
0.002,24.7131,22.1732,23.3743,23.1154,24.5767,23.4724,23.2945,24.6853,189.405
0.003,24.3621,22.7498,21.7732,21.3457,24.0624,21.8677,21.7953,24.2982,182.254
0.004,23.8848,20.87,20.1439,19.6454,23.3695,20.0937,20.514,23.7681,172.289
0.005,23.2943,19.1965,18.7605,18.2625,22.5236,18.4407,19.6712,23.1061,163.255
0.006,22.6066,20.4704,17.6793,17.1161,21.5551,17.0951,19.1189,22.3262,157.968
0.007,21.8396,20.1556,16.7456,15.8893,20.4982,16.1004,18.4705,21.4442,151.143
0.008,21.0126,18.666,15.7048,14.2638,19.3891,15.3706,17.3742,20.4777,142.259
0.009,20.1453,19.6981,14.3628,12.1564,18.264,14.7501,15.7613,19.4453,134.583
0.01,19.2569,19.5078,12.714,9.81543,17.1578,14.0944,13.9175,18.366,124.83
0.011,18.3658,16.8817,10.973,7.71685,16.1022,13.3396,12.3276,17.2589,112.966
0.012,17.4882,16.54,9.49285,6.3188,15.1245,12.5331,11.3898,16.142,105.029
0.013,16.6382,16.5961,8.6086,5.82104,14.2466,11.8141,11.1733,15.0325,99.9304
0.014,15.8268,14.3569,8.48005,6.0613,13.4839,11.3526,11.3713,13.9457,94.8785
0.015,15.0622,14.2358,9.01321,6.61237,12.8449,11.2707,11.4804,12.8949,93.4145
0.016,14.3491,15.8033,9.89765,7.024,12.3314,11.5791,11.0971,11.8914,93.9731
0.017,13.6889,14.7073,10.7435,7.06891,11.9388,12.1531,10.1556,10.9437,91.3999
0.018,13.0804,14.0237,11.2515,6.84987,11.656,12.7616,8.96045,10.0579,88.6414
0.019,12.5195,15.0911,11.335,6.70885,11.4673,13.1389,7.99601,9.2373,87.4941
0.02,12.0001,13.3026,11.1382,6.99597,11.353,13.0737,7.63302,8.48305,83.9797
0.021,11.5144,10.6371,10.9412,7.83117,11.2906,12.4834,7.90575,7.79394,80.3976
0.022,11.0539,10.5511,11.0022,9.00205,11.2564,11.4454,8.50346,7.1668,79.9812
0.023,10.6097,9.1304,11.4129,10.0602,11.2268,10.1728,8.9746,6.59684,78.1841
0.024,10.1733,6.55331,12.0403,10.5617,11.1793,8.94341,9.01747,6.07806,74.5469
0.025,9.73748,7.08342,12.5839,10.3121,11.0942,8.00561,8.67323,5.60381,73.0938
0.026,9.2961,7.42585,12.7187,9.47369,10.955,7.49686,8.30604,5.16681,70.8391
0.027,8.84502,5.45832,12.2562,8.47064,10.7494,7.40195,8.37593,4.75986,66.3173
0.028,8.38222,5.5076,11.2423,7.74851,10.4696,7.56675,9.14504,4.37613,64.4382
0.029,7.90788,5.94156,9.94522,7.52396,10.1124,7.76087,10.4974,4.00967,63.6989
0.03,7.42433,3.42993,8.73662,7.67653,9.67923,7.76502,11.983,3.65552,60.3502
0.031,6.93593,2.27868,7.92445,7.83676,9.17553,7.45067,13.0662,3.30978,57.978
0.032,6.44863,3.10761,7.61741,7.62124,8.61035,6.82278,13.4225,2.96992,56.6204
0.033,5.96964,1.76985,7.68418,6.87457,7.99535,6.01041,13.1076,2.63482,52.0464
0.034,5.50681,1.19916,7.82736,5.7741,7.34417,5.20948,12.499,2.30464,47.6648
0.035,5.06807,3.4059,7.73665,4.73802,6.67149,4.60116,12.048,1.98075,46.25
0.036,4.66096,3.56953,7.24539,4.18642,5.9921,4.27777,11.9947,1.66555,43.5924
0.037,4.29193,2.60358,6.41509,4.29598,5.32012,4.20461,12.2209,1.36223,40.7145
0.038,3.96591,3.92143,5.5064,4.89276,4.66831,4.2326,12.3368,1.07448,40.5987
0.039,3.68585,3.57624,4.85029,5.54618,4.04766,4.15673,11.942,0.806221,38.6111
0.04,3.45236,1.07549,4.6837,5.80974,3.46704,3.79838,10.8985,0.561312,33.7466
